uid,user_name,rating,date,text,option_name,help_count,perfume,moisture
28555289,김*희 ,,2017.08.04,,[피지오겔] DMT 크림  150ml,0,,
28555217,김*희 ,,2017.08.04,,[피지오겔] DMT 크림  150ml,0,,
28542147,김*희 ,,2017.08.04,"
                    
                        1. 배송 : 로켓 아니어도 괜찬은데, 다음날 바로 도착헸네요. 배송기사님 감사합니다.
2. 제품 : 피지오겔 크림 똑같은 것으로 또 주문해서 사용합니다. 저는 민감피부라 무향을 선호해서 무향이라 좋고, 사계절 내내 사용하기 무리없구요. 여름엔 생각보단 덜 번들거리고, 겨울엔 저녁에 바르면 아침까지 건조함이 없어 좋습니다. 주문하면서 사용기한 내심 걱정했는데, 이번에도 안심이네요. (제가 사용하는 기간까지 넉넉해요-유통기한이 내년5월?6월까지인것 같았어요. 제품받고 며칠지난터라 정확한 기억이 안남.)
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
28536984,곽*주 ,,2017.08.04,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,적당히 만족해요,중간 정도에요
28526299,채*선 ,,2017.08.04,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml, 2개",0,,
28517139,박*미 ,,2017.08.03,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
28505183,곽*신 ,,2017.08.03,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림 , 150ml",0,,
28492303,유*형 ,,2017.08.03,,"피지오겔 데일리모이스쳐 테라피 페이셜 크림, 150ml",0,,
28484860,윤*현 ,,2017.08.03,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
28482576,이*태 ,,2017.08.03,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
28465156,최*희 ,,2017.08.03,"
                    
                        피지오겔~7년째사용중~~
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
28463679,나랑맘 ,,2017.08.03,"
                    
                        항상 쓰던 제품입니다 좋아요~~
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
28459448,안*주 ,,2017.08.03,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,
28454963,한*희 ,,2017.08.02,"
                    
                        배송도 빠르고 좋으네영
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,
28439207,변*호 ,,2017.08.02,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
28438567,이*미 ,,2017.08.02,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
28418125,박*구 ,,2017.08.02,"
                    
                        좋네요
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,적당히 만족해요,
28416356,이*진 ,,2017.08.02,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,적당히 만족해요,
28409099,김*기 ,,2017.08.02,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml, 1개",0,,
28397315,전*은 ,,2017.08.02,"
                    
                        바르고 30분이 지나서 얼굴을 보니 빨갛더라구요 너무 놀래서 씻고나서 리뷰를 보는데 참... 건성분들은 모르겠지만 중성 지성 분들은 사지마세요 저는 겨을에 바디로션 대신 바를려구요..^^
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",1,아주 만족해요,예상만큼 좋아요
28388517,강*경 ,,2017.08.01,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
28373757,임*라 ,,2017.08.01,,[피지오겔] DMT 크림  150ml,0,,
28371541,김*탁 ,,2017.08.01,"
                    
                        보습은 완전 잘돼요! 촉촉한 느낌이고 유분기는 거의 없어요
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,적당히 만족해요,예상만큼 좋아요
28366712,마*희 ,,2017.08.01,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림 피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 75ml",0,,
28362100,박*영 ,,2017.08.01,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
28359911,김*완 ,,2017.08.01,"
                    
                        좋습니다
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,적당히 만족해요,
28348849,조*진 ,,2017.08.01,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
28346029,한*원 ,,2017.08.01,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
28337356,장*준 ,,2017.08.01,"
                    
                        좋아요 여름엔 좀 끈적거러요^^
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
28332136,안*수 ,,2017.08.01,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml, 2개",0,,
28329552,김*영 ,,2017.07.31,"
                    
                        촉촉해요~~!!
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
28323871,Maylyn ,,2017.07.31,"
                    
                        계속 구매해서 쓰고 있습니다. 이만한 수분크림은 본적이 없어요~
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,적당히 만족해요,예상만큼 좋아요
28322982,유*숙 ,,2017.07.31,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
28322750,심*호 ,,2017.07.31,"
                    
                        상품 배송 만족합니다
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
28320663,오*정 ,,2017.07.31,"
                    
                        역쉬 보습 짱!
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml, 2개",0,아주 만족해요,
28304232,김*란 ,,2017.07.31,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
28293462,김*아 ,,2017.07.31,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
28291643,윤*선 ,,2017.07.31,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
28291046,박*석 ,,2017.07.31,"
                    
                        배송 및 상품 만족스럽습니다.
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
28283757,장*아 ,,2017.07.31,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
28257558,이*숙 ,,2017.07.30,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,
28256210,유*현 ,,2017.07.30,"
                    
                        좋아요
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
28249981,정*진 ,,2017.07.30,"
                    
                        초1아들이 땀이 많아 땀띠가심해서, 병원에서 보습제 많이 발라주라해서 구입했어요. 며칠바르니 신기하게도 땀띠가 사라졌어요..보습력 짱인거같아요..^^ 로션타입이라 끈적이지않고 부드럽게잘발리네요..
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
28246576,박*혁 ,,2017.07.30,"
                    
                        크림은 피부가 건조한 저에게는 잘 안 맞는것 같아요
바를수록 피부에 안맞는게 느껴질정도에요
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림 , 150ml",0,,
28234198,안*현 ,,2017.07.30,"
                    
                        잘받았습니다 좋은상풒
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
28233222,김*현 ,,2017.07.30,"
                    
                        늘 쓰는 제품이에요. 쿠팡에서 저렴하게 잘 구입했어요.
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
28226118,문*심 ,,2017.07.30,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,적당히 만족해요,
28216471,김*주 ,,2017.07.29,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,
28214503,함*철 ,,2017.07.29,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
28211287,양*덕 ,,2017.07.29,,[피지오겔] DMT 크림  150ml,0,,
28203524,이*쁨 ,,2017.07.29,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
28202482,현*주 ,,2017.07.29,"
                    
                        넘 잘 쓰고 있어요 감사합니다
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
28200055,엄마엄마 ,,2017.07.29,"
                    
                        첫째부터 둘째까지 어린아이를 위해 여름에도 그름만 사용하네요  
끈적임없고 흠수 빠르고 아이들피부 아직까지는 별탈없이 건강하게 크고있어요^^*
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
28196489,김*현 ,,2017.07.29,,[피지오겔] DMT 크림  150ml,0,,
28195824,김*현 ,,2017.07.29,,피지오겔 데일리 모이스쳐 테라피 페이셜 크림 150ml 1개,0,,
28188410,배*희 ,,2017.07.29,"
                    
                        피지오겔 크림은 몇년째 사용중이에요~
예민한 남매 피부에 잘맞아요~
끈적임없이 촉촉해요
향도 거부감없이  무향에 가까운듯해요
몇년째 꾸준히 잘 쓰고있어요~^^
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
28173000,엄*희 ,,2017.07.29,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
28149237,오*지 ,,2017.07.28,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
28141898,응*엔 ,,2017.07.28,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml, 2개",0,,
28138849,김*미 ,,2017.07.28,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,적당히 만족해요,중간 정도에요
28130932,조*영 ,,2017.07.28,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
28118309,양*순 ,,2017.07.28,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
28115326,안*설 ,,2017.07.28,"
                    
                        한상 쓰는 로션이에요 
최저가에요 
배송빨라요 
믿고쓰는 피지오겔
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
28111732,정*일 ,,2017.07.28,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml, 2개",0,,
28110681,한*훈 ,,2017.07.28,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
28104821,서*희 ,,2017.07.27,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml, 2개",0,,
28091280,이*숙 ,,2017.07.27,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
28085182,함*정 ,,2017.07.27,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
28079136,홍*영 ,,2017.07.27,"
                    
                        늘 쓰던거라 믿고 구매합니다
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,
28075037,조*숙 ,,2017.07.27,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
28043758,황*효 ,,2017.07.26,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
28043608,조*주 ,,2017.07.26,"
                    
                        상품진짜엿같아요 개엿 사지마세요쿡방상품
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
28041670,신*순 ,,2017.07.26,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
28036135,루니맘 ,,2017.07.26,,"피지오겔  크림, 150ml, 1개",0,아주 만족해요,
28035819,루니맘 ,,2017.07.26,"
                    
                        좋아요 아기와저랑 잘써요
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml, 1개",0,아주 만족해요,
28024207,김*희 ,,2017.07.26,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
28001022,박*숙 ,,2017.07.26,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,적당히 만족해요,
27997297,조*정 ,,2017.07.26,"
                    
                        과연 소문대로 촉촉하고 좋아요
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
27993235,이*주 ,,2017.07.26,"
                    
                        아이들과 같이쓰려고 구매했어요. 오프라인보다 싸요
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,중간 정도에요
27992129,문*순 ,,2017.07.26,"
                    
                        지인의 소개로 제품사서 지금 반이상 사용했는데 정말 좋습니다.
피부가 맑아보이고 광이 나는 느낌 입니다.
그리고 수분력또한 짱이네요~~ 강추
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml, 2개",0,,
27992066,유*환 ,,2017.07.26,"
                    
                        역시 피지오겔
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
27990231,양*미 ,,2017.07.26,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,
27972870,송*남 ,,2017.07.25,"
                    
                        좋아요 추천합니다
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림 , 150ml",0,적당히 만족해요,예상만큼 좋아요
27969359,김*옥 ,,2017.07.25,,"피지오겔 2016 NEW 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
27955658,김*진 ,,2017.07.25,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml, 2개",0,,
27953140,김*정 ,,2017.07.25,"
                    
                        워낙 유명해서
계속 쓰고 있는 제품입니다
제가 기초를 바꾸면
트러블이 나는데
이건 그런것도 없고 윤기가 흘러요
피부결도 정돈된거 같고
속건성이 심한데 많이 잡아주네요
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
27944212,조*균 ,,2017.07.25,"
                    
                        잘쓰고 있습니다 아토피라 보습좋고 자극없는게 필요햇는데 딱이에요!
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
27927578,박*균 ,,2017.07.25,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,예상만큼 좋아요
27923001,오*진 ,,2017.07.25,"
                    
                        실패없는 피지오겔 여름 지나면 또 사야죠
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml, 2개",0,,
27920708,조*영 ,,2017.07.25,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
27916828,도*정 ,,2017.07.24,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
27914147,백*선 ,,2017.07.24,"
                    
                        굿궇

항상써요^^
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
27910775,박*영 ,,2017.07.24,"
                    
                        아기발라주려고사봤어여 그런데 다른제품쓰느라 이걸 제가썼더니
제 타입은 매우 건조한데  그건조를 다잡아주진못해서ㅈ아쉽네여
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
27906356,김*남 ,,2017.07.24,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,
27902930,양*희 ,,2017.07.24,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
27869679,허*미 ,,2017.07.24,"
                    
                        무난합니다
감사합니다.
                    
                ","피지오겔 데일리모이스쳐 테라피 페이셜 크림, 150ml",0,적당히 만족해요,
27863459,구*경 ,,2017.07.24,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
27857742,오*연 ,,2017.07.24,"
                    
                        지인 추천으로 쓰게된 화장품이에용

아직 몇 번 사용하지 않아 잘 모르지만

지인에게 추천받았을 때 

성분이 좋다해서 받았어용 

그래서 그런지 발랐을 때 순한 느낌은 있어용!

로켓배송이라 주문 다음날 받았어용 ㅎㅎ
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,적당히 만족해요,예상만큼 좋아요
27856190,장*영 ,,2017.07.24,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
27834704,최*욱 ,,2017.07.23,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
27828672,원*란 ,,2017.07.23,"
                    
                        저는 지금 6개월째 계속 쓰고있는데  엄마도 하나 사달래서 또 구매합니다! 이거 후기 작성도 세번째네요 여기서구매하면  좀더 저렴하게 구입할수있어 항상 쿠팡에서 주문합니다! 민감한 피부 여드름피부 건조한피부 무조건 구매하세요
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
27815452,조*걸 ,,2017.07.23,"
                    
                        항상 사용하는거라 믿고 쿠팡에서 재구매 했습니다
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
27793036,홍*지 ,,2017.07.22,"
                    
                        피지오겔아시잖아요 ㅎㅎㅎ 개좋음..
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
27789586,최*윤 ,,2017.07.22,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
27787355,김*란 ,,2017.07.22,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
27787268,김*란 ,,2017.07.22,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
27776844,임*기 ,,2017.07.22,"
                    
                        매번 쓰는 인생 크림입니다.  저렴하게 잘샀어요.  배송도 빠르고 감사합니다.
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
27765393,이*희 ,,2017.07.22,"
                    
                        보습력이 좋습니다
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
27765244,신*미 ,,2017.07.22,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
27765234,이*희 ,,2017.07.22,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
27757649,이*희 ,,2017.07.22,,"피지오겔  크림, 150ml, 1개",0,아주 만족해요,예상만큼 좋아요
27753440,현*은 ,,2017.07.22,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
27750373,문*숙 ,,2017.07.22,"
                    
                        이제품만씁니다
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
27726876,박*영 ,,2017.07.21,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,적당히 만족해요,중간 정도에요
27724342,전*영 ,,2017.07.21,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
27706538,이*정 ,,2017.07.21,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,
27689550,문*정 ,,2017.07.20,"
                    
                        우리아기 습진때문에 소아과에서 보습에 좋다구 추천받아 샀는데ᆢ넘넘좋아요!!
로션과크림 둘다구매했는데 로션만 울딸내미 발라주구 크림은 제가 듬푹바르구 잔담니다 자구일어나두 촉촉하구 ᆢ의외로 산뜻한 느낌까지 있어 넘좋네요ᆢ^^
자주구매해서 쓸듯하네요
참고로 상품평 첨써보는거에요ᆢ그만큼 좋다는거죠ᆢㅋ
울아가는 이제50일댔어요~~엄마가 음식조절못해서 습진으러 고생마니한 우리딸 엄마가 미안ᆢᆢ!!   참을수없는 맛들~~~♡-♡이젠 참아볼께~~~ㅠㅠ
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
27673993,이*희 ,,2017.07.20,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,
27662313,허* ,,2017.07.20,"
                    
                        너무나 유명한 피지오겔 제품입니다. 피부 건조증을 한번에 해결합니다.
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
27649021,윤*희 ,,2017.07.20,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
27646863,석*영 ,,2017.07.20,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
27620817,강*아 ,,2017.07.19,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
27620057,강*아 ,,2017.07.19,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
27611241,최*영 ,,2017.07.19,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml, 2개",0,아주 만족해요,
27595476,황*화 ,,2017.07.19,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,
27590271,정*응 ,,2017.07.19,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,
27588012,이*지 ,,2017.07.19,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
27573881,싱글녀쭈야 ,,2017.07.19,,"피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
27563383,김*내 ,,2017.07.19,"
                    
                        아직 안싸봤는데 기대중 좋을거같아요 보습척촉
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
27562970,최*현 ,,2017.07.19,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
27551426,정*선 ,,2017.07.18,"
                    
                        많이 파세요
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
27528224,김*현 ,,2017.07.18,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
27523525,누들 ,,2017.07.18,"
                    
                        보습엔 정말 최고
                    
                ","피지오겔  데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
27521791,J*N ,,2017.07.18,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
27520946,박*준 ,,2017.07.18,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
27511451,김*순 ,,2017.07.18,"
                    
                        워낙에 유명한제품~~
열많은 울아가 아토피안되려면ㆍ보습 무지잘~~
해야해서ㆍ
믿고ㆍ쓰는제품ㆍ
추가구매했네요^^
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
27506922,조*식 ,,2017.07.18,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림 , 150ml",0,,
27500671,손*수 ,,2017.07.18,"
                    
                        태열에 침독에 약한 아토피기가 있는아기라 크림은 거의 정류별로 다써봤어요
이제 거의 나아가느느싱황에 병원에서 처방받는
크림은 가격이 부담돼서 피지오겔ai 가 만족스러웠던 기억으로 주문해봤는데 괜찮네요 ~
보습감이 매우 좋은편은 아니지만 특별히 떨어진다던지 자극이 있다던지 하는부분은없어요~ 꾸준히 무향을 써왔어서 향이 없는 부분도 맘에 들고 겨울철에 쓰기에는
건조한 감이 있어보이지만 지금계절에 쓰기에는 딱좋네요 !!
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
27492609,이*영 ,,2017.07.17,,"피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,,
27490325,오*리 ,,2017.07.17,"
                    
                        항상 쓰는 피지오겔~ 보습력 짱입니다!!
                    
                ","피지오겔 데일리 모이스쳐 테라피 페이셜 크림, 150ml",0,아주 만족해요,예상만큼 좋아요
